question,option_1,option_2,option_3,option_4,source,num_voters
Қай бири тўғри?,Ўртаер денгизи | Oʻrtayer dengizi,Ўрта Ер денгизи | Oʻrta Yer dengizi,Ўрта денгиз | Oʻrta dengiz,,https://t.me/oriftolib/1649,"[592, 525, 121]"
Қай бири тўғри?,Манбаа | Manbaa,Манба | Manba,Иккови ҳам тўғри.,,https://t.me/oriftolib/1652,"[389, 596, 279]"
Қай бири тўғри?,Шўх-шаън | Shoʻx-shaʼn,Шўхчан | Shoʻxchan,Иккови ҳам тўғри.,,https://t.me/oriftolib/1655,"[95, 689, 363]"
Малинанинг ўзбекча номи – ...,Маймунжон | Maymunjon,Хўжағат | Xoʻjagʻat,Маржумак | Marjumak,,https://t.me/oriftolib/1657,"[814, 332, 184]"
Қай бири тўғри?,Жўртага | Joʻrtaga,Жўрттага | Joʻrttaga,,,https://t.me/oriftolib/1659,"[719, 649]"
Қай бири тўғри?,Деярли | Deyarli,Деярлик | Deyarlik,Иккови ҳам тўғри.,,https://t.me/oriftolib/1661,"[911, 78, 371]"
Қай бири тўғри?,Виртуал | Virtual,Вертуал | Vertual,,,https://t.me/oriftolib/1664,"[903, 476]"
Қай бири тўғри?,Бундан-да кўпроқ | Bundan-da koʻproq,Бунданда кўпроқ | Bundanda koʻproq,,,https://t.me/oriftolib/1666,"[715, 577]"
Қай бири тўғри?,Машҳар | Mashhar,Маҳшар | Mahshar,,,https://t.me/oriftolib/1668,"[249, 1064]"
Қай бири тўғри?,Тўғаноқ | Toʻgʻanoq,Тўғоноқ | Toʻgʻonoq,,,https://t.me/oriftolib/1670,"[833, 378]"
Қай бири тўғри?,Раҳмат | Rahmat,Раҳмад | Rahmad,,,https://t.me/oriftolib/1674,"[1159, 58]"
Қай бири тўғри?,Полапон | Polapon,Палапон | Palapon,Иккови ҳам тўғри.,,https://t.me/oriftolib/1676,"[717, 151, 226]"
Қай бири тўғри?,Сену мен | Senu men,Сену мен | Sen-u men,Сен-у мен | Sen-u men,,https://t.me/oriftolib/1680,"[276, 380, 568]"
Қай бири тўғри?,Зирвак | Zirvak,Зирбак | Zirbak,Иккови ҳам тўғри.,,https://t.me/oriftolib/1684,"[772, 90, 388]"
Қай бири тўғри?,Чуғурчуқ | Chugʻurchuq,Чуғурчиқ | Chugʻurchiq,,,https://t.me/oriftolib/1688,"[859, 426]"
Қай бири тўғри?,Шаррос | Sharros,Шарроз | Sharroz,,,https://t.me/oriftolib/1691,"[1212, 250]"
Қай бири тўғри?,Фундоментал билимлар | Fundomental bilimlar,Фундаментал билимлар | Fundamental bilimlar,,,https://t.me/oriftolib/1692,"[292, 1049]"
Қай бири тўғри?,Бўйин сунмоқ | Boʻyin sunmoq,Бўйсунмоқ | Boʻysunmoq,Иккови ҳам тўғри.,,https://t.me/oriftolib/1695,"[68, 888, 377]"
Қай бири тўғри?,Юрисконсульт | Yuriskonsult,Юристконсульт | Yuristkonsult,,,https://t.me/oriftolib/1697,"[378, 844]"
Қай бири тўғри?,Филлиппин | Fillippin,Филиппин | Filippin,Филипин | Filipin,,https://t.me/oriftolib/1700,"[257, 844, 250]"
Қай бири тўғри?,Хўп | Xoʻp,Хоп | Xop,Ҳоп | Hop,,https://t.me/oriftolib/1701,"[1304, 119, 106]"
Афғонистон пойтахти – ...,Кобул | Kobul,Қобул | Qobul,,,https://t.me/oriftolib/1706,"[534, 707]"
Қай бири тўғри?,Қувғун | Quvgʻun,Қувғин | Quvgʻin,,,https://t.me/oriftolib/1707,"[222, 1156]"
Қай бири тўғри?,Бинафша | Binafsha,Гунафша | Gunafsha,Иккови ҳам тўғри.,,https://t.me/oriftolib/1709,"[318, 51, 804]"
Қай бири тўғри?,Фидоий | Fidoiy,Фидойи | Fidoyi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1713,"[297, 494, 520]"
Қай бири тўғри?,Олимпия ўйинлари | Olimpiya oʻyinlari,Олимпиада ўйинлари | Olimpiada oʻyinlari,Иккови ҳам тўғри.,,https://t.me/oriftolib/1717,"[241, 330, 570]"
"Қай бири тўғри? 

“Кўчат экилди”",Кўчат ўтказилди | Koʻchat oʻtkazildi,Кўчат ўтқазилди | Koʻchat oʻtqazildi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1721,"[177, 637, 316]"
Математикадаги “y” белгиси қандай номланади?,Игрек | Igrek,Игрик | Igrik,Эгрик | Egrik,,https://t.me/oriftolib/1724,"[348, 794, 235]"
Қай бири тўғри?,Ўқчимоқ | Oʻqchimoq,Ўхчимоқ | Oʻxchimoq,Иккови ҳам тўғри.,,https://t.me/oriftolib/1727,"[428, 225, 433]"
Қай бири тўғри?,Жайхун дарёси | Jayxun daryosi,Жайҳун дарёси | Jayhun daryosi,,,https://t.me/oriftolib/1732,"[390, 715]"
Қай бири тўғри?,Айбсизлик призумпцияси | Aybsizlik prizumpsiyasi,Айбсизлик презумпцияси | Aybsizlik prezumpsiyasi,,,https://t.me/oriftolib/1735,"[321, 703]"
Қай бири тўғри?,Ўқлоғи | Oʻqlogʻi,Ўқлоқ | Oʻqloq,Иккови ҳам тўғри.,,https://t.me/oriftolib/1739,"[139, 330, 693]"
Қай бири тўғри?,Озиқа | Oziqa,Озуқа | Ozuqa,Иккови ҳам тўғри.,,https://t.me/oriftolib/1743,"[148, 990, 395]"
Қай бири тўғри?,Иситма | Isitma,Истима | Istima,Иккови ҳам тўғри.,,https://t.me/oriftolib/1746,"[833, 240, 465]"
Қай бири тўғри?,Нафси ҳакалак отди | Nafsi hakalak otdi,Нафси ҳайкалак отди | Nafsi haykalak otdi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1749,"[1080, 115, 184]"
Чучкириш бу – ...,Ҳадиксираш | Hadiksirash,Ўткирлаш | Oʻtkirlash,Акса уриш | Aksa urish,,https://t.me/oriftolib/1751,"[272, 126, 1157]"
Қай бири тўғри?,Пайраҳа | Payraha,Пайраха | Payraxa,,,https://t.me/oriftolib/1752,"[771, 790]"
Данаги олиб қуритилган ўрик – ...,Туршак | Turshak,Баргак | Bargak,,,https://t.me/oriftolib/1753,"[1153, 638]"
Қай бири тўғри?,Унниқмоқ | Unniqmoq,Униқмоқ | Uniqmoq,,,https://t.me/oriftolib/1755,"[498, 901]"
Қай бири тўғри?,Тузилиш | Tuzilish,Тузулиш | Tuzulish,,,https://t.me/oriftolib/1757,"[1143, 364]"
Унниқмоқ – ...,Қора тусга кирмоқ | Qora tusga kirmoq,Оқ рангга эга бўлмоқ | Oq rangga ega boʻlmoq,Ранги хиралашмоқ | Rangi xiralashmoq,,https://t.me/oriftolib/1758,"[212, 206, 908]"
Қай бири тўғри?,Обдан ўйлади | Obdan oʻyladi,Обдон ўйлади | Obdon oʻyladi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1760,"[160, 1144, 240]"
Қай бири тўғри?,Сансолорлик | Sansolorlik,Сансалорлик | Sansalorlik,Сансоларлик | Sansolarlik,,https://t.me/oriftolib/1763,"[306, 702, 695]"
Қай бири тўғри?,Уйқучи | Uyquchi,Уйқичи | Uyqichi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1766,"[1088, 481, 389]"
Покистондаги шаҳар – ...,Карачи | Karachi,Қарачи | Qarachi,Қорачи | Qorachi,,https://t.me/oriftolib/1768,"[1301, 588, 283]"
Қай бири тўғри?,Қарз-ҳавола қилди | Qarz-havola qildi,Қарз-қавола қилди | Qarz-qavola qildi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1769,"[1270, 693, 283]"
Қатар пойтахти – ...,Доха | Doxa,Доҳа | Doha,Дўҳа | Doʻha,,https://t.me/oriftolib/1770,"[828, 1156, 223]"
Қай бири тўғри?,Салиб юришлари | Salib yurishlari,Салб юришлари | Salb yurishlari,,,https://t.me/oriftolib/1772,"[618, 1032]"
Қай бири тўғри?,Хуррак отди | Xurrak otdi,Ҳуррак отди | Hurrak otdi,,,https://t.me/oriftolib/1776,"[1094, 470]"
Қай бири тўғри?,Яна-да | Yana-da,Янада | Yanada,,,https://t.me/oriftolib/1781,"[356, 1411]"
Қай бири тўғри?,Маълумотларни қайт қилди | Maʼlumotlarni qayt qildi,Маълумотларни қайд қилди | Maʼlumotlarni qayd qildi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1786,"[110, 1426, 137]"
Қай бири тўғри?,Уқдирмоқ | Uqdirmoq,Уқтирмоқ | Uqtirmoq,,,https://t.me/oriftolib/1790,"[382, 1501]"
Қай бири тўғри?,Куюниб гапирди | Kuyunib gapirdi,Куйиниб гапирди | Kuyinib gapirdi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1791,"[881, 633, 297]"
Қай бири тўғри?,Суюниб кетди | Suyunib ketdi,Суйиниб кетди | Suyinib ketdi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1794,"[1095, 298, 435]"
Қай бири тўғри?,Тумтарақай қочди | Tumtaraqay qochdi,Тум-тарақай қочди | Tum-taraqay qochdi,,,https://t.me/oriftolib/1797,"[1291, 470]"
Қай бири тўғри?,Дистирланган сув | Distirlangan suv,Дистилланган сув | Distillangan suv,,,https://t.me/oriftolib/1799,"[873, 801]"
Қай бири тўғри?,Тўз-тўполон | Toʻz-toʻpolon,Тўс-тўполон | Toʻs-toʻpolon,Иккови ҳам тўғри.,,https://t.me/oriftolib/1802,"[504, 1077, 201]"
Қай бири тўғри?,Кисавур | Kisavur,Киссавур | Kissavur,Кисовур | Kisovur,,https://t.me/oriftolib/1803,"[252, 997, 464]"
Қай бири тўғри?,Дориломон | Dorilomon,Дориламон | Dorilamon,,,https://t.me/oriftolib/1804,"[1103, 616]"
Қай бири тўғри?,Юраги ҳапқирди | Yuragi hapqirdi,Юраги ҳаприқди | Yuragi hapriqdi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1807,"[1144, 301, 422]"
Қай бири тўғри?,Грантда ўқияпти | Grantda oʻqiyapti,Грандда ўқияпти | Grandda oʻqiyapti,,,https://t.me/oriftolib/1808,"[1277, 498]"
Қай бири тўғри?,Шу кўйи кетаверди | Shu koʻyi ketaverdi,Шу куйи кетаверди | Shu kuyi ketaverdi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1812,"[1021, 570, 332]"
Қай бири тўғри?,Мушкил | Mushkil,Мушкул | Mushkul,Иккови ҳам тўғри.,,https://t.me/oriftolib/1813,"[144, 1521, 295]"
Қай бири тўғри?,Росмана | Rosmana,Ростмана | Rostmana,,,https://t.me/oriftolib/1817,"[852, 856]"
Қай бири тўғри?,Вакум | Vakum,Вакуум | Vakuum,,,https://t.me/oriftolib/1820,"[740, 1260]"
Қай бири тўғри?,Тиланчи | Tilanchi,Тиламчи | Tilamchi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1822,"[1108, 431, 669]"
Қай бири тўғри?,Дуои бад | Duoi bad,Дуои бад | Duoyi bad,Дуойи бад | Duoyi bad,,https://t.me/oriftolib/1823,"[559, 674, 862]"
Қай бири тўғри?,Пала-партиш | Pala-partish,Палапартиш | Palapartish,,,https://t.me/oriftolib/1824,"[1116, 844]"
Қай бири тўғри?,Машина балони | Mashina baloni,Машина баллони | Mashina balloni,Машина болони | Mashina boloni,,https://t.me/oriftolib/1826,"[1229, 660, 157]"
Қай бири тўғри?,Ҳайф | Hayf,Хайф | Xayf,,,https://t.me/oriftolib/1827,"[1215, 795]"
Чалқанча ётиш бу – ...,Осмонга қараб ётиш | Osmonga qarab yotish,Ерга қараб ётиш | Yerga qarab yotish,Ёнбошлаб ётиш | Yonboshlab yotish,,https://t.me/oriftolib/1828,"[1372, 892, 499]"
Қай бири тўғри?,Устамон | Ustamon,Устомон | Ustomon,,,https://t.me/oriftolib/1830,"[1034, 983]"
Қай бири тўғри?,Ликобча | Likobcha,Ликопча | Likopcha,Иккови ҳам тўғри.,,https://t.me/oriftolib/1832,"[764, 1953, 398]"
Қай бири тўғри?,Машина ролини ўнгга бурди | Mashina rolini oʻngga burdi,Машина рулини ўнгга бурди | Mashina rulini oʻngga burdi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1833,"[562, 2109, 200]"
Қай бири тўғри?,Дом-дараксиз йўқолди | Dom-daraksiz yoʻqoldi,Донг-дараксиз йўқолди | Dong-daraksiz yoʻqoldi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1836,"[1964, 690, 255]"
Қай бири тўғри?,Ҳар қалай | Har qalay,Ҳарқалай | Harqalay,,,https://t.me/oriftolib/1839,"[1554, 736]"
Қай бири тўғри?,Тўполон | Toʻpolon,Тўпалон | Toʻpalon,Иккови ҳам тўғри.,,https://t.me/oriftolib/1840,"[1773, 807, 495]"
Қай бири тўғри?,Йўл беркилди | Yoʻl berkildi,Йўл бекилди | Yoʻl bekildi,Иккови ҳам тўғри.,,https://t.me/oriftolib/1842,"[1016, 476, 624]"
Қай бири тўғри?,Фалакиёт | Falakiyot,Фалаккиёт | Falakkiyot,,,https://t.me/oriftolib/1843,"[2045, 1154]"
Пишанг бермоқ бу – ...,"Алдамоқ, аврамоқ | Aldamoq, avramoq",Кўмаклашмоқ | Koʻmaklashmoq,Гижгижламоқ | Gijgijlamoq,,https://t.me/oriftolib/1845,"[470, 438, 947]"
Қай бири тўғри?,Белоруссия | Belorussiya,Беларуссия | Belarussiya,,,https://t.me/oriftolib/1847,"[1909, 950]"
Қай бири тўғри?,Ковак | Kovak,Кавак | Kavak,Иккови ҳам тўғри.,,https://t.me/oriftolib/1849,"[1278, 336, 644]"
Қанор қоп бу – ...,Пул солинадиган қопча | Pul solinadigan qopcha,Бозорлик халта | Bozorlik xalta,Катта қоп | Katta qop,,https://t.me/oriftolib/1850,"[209, 399, 1596]"
Қай бири тўғри?,Мулоқот | Muloqot,Мулоқат | Muloqat,Иккови ҳам тўғри.,,https://t.me/oriftolib/1853,"[1670, 325, 359]"
Қумурсқа бу – ...,Майда қурт | Mayda qurt,Чумоли | Chumoli,Қўнғиз | Qoʻngʻiz,,https://t.me/oriftolib/1854,"[804, 1360, 152]"
"“Мўр-малахдай бостириб келди”.

Малах бу – ...",Чумоли | Chumoli,Қушлар галаси | Qushlar galasi,Чигиртка | Chigirtka,,https://t.me/oriftolib/1855,"[706, 515, 1116]"
Қай бири тўғри?,Халлосламоқ | Xalloslamoq,Ҳаллосламоқ | Halloslamoq,,,https://t.me/oriftolib/1858,"[791, 1219]"
Қай бири тўғри?,Зирхли машина | Zirxli mashina,Зирҳли машина | Zirhli mashina,,,https://t.me/oriftolib/1861,"[971, 1013]"
Қай бири тўғри?,Каучук | Kauchuk,Каучик | Kauchik,,,https://t.me/oriftolib/1862,"[1569, 453]"
Қай бири тўғри?,Қўл теккизмоқ | Qoʻl tekkizmoq,Қўл текизмоқ | Qoʻl tekizmoq,Иккови ҳам тўғри.,,https://t.me/oriftolib/1864,"[1182, 336, 387]"
Қай бири тўғри?,"Ишқилиб, хато бўлмасин-да | Ishqilib, xato boʻlmasin-da","Иш қилиб, хато бўлмасин-да | Ish qilib, xato boʻlmasin-da",,,https://t.me/oriftolib/1865,"[1799, 410]"
Пўртахол бу – ...,Банан | Banan,Қовун | Qovun,Апелсин | Apelsin,,https://t.me/oriftolib/1867,"[378, 852, 938]"
Қай бири тўғри?,Имиж | Imij,Имидж | Imidj,,,https://t.me/oriftolib/1869,"[815, 1177]"
Қай бири тўғри?,Ҳид таратмоқ | Hid taratmoq,Ҳид тарқатмоқ | Hid tarqatmoq,Иккови ҳам тўғри.,,https://t.me/oriftolib/1872,"[973, 183, 820]"
Қай бири тўғри?,Биббинойи уй | Bibbinoyi uy,Биб-бинойи уй | Bib-binoyi uy,,,https://t.me/oriftolib/1873,"[748, 1154]"
Қай бири тўғри?,Рақобатбардошлик | Raqobatbardoshlik,Рақобатбардошлилик | Raqobatbardoshlilik,,,https://t.me/oriftolib/1874,"[1153, 811]"
Қай бири тўғри?,Чанқовуз | Chanqovuz,Чангқовуз | Changqovuz,,,https://t.me/oriftolib/1877,"[1657, 406]"
Қай бири тўғри?,Хап дори | Xap dori,Ҳап дори | Hap dori,Ҳаб дори | Hab dori,,https://t.me/oriftolib/1878,"[1758, 1860, 1744]"
Чориқ нима?,"Тўртлик, тўрт киши",Оёқ кийими,"Томорқа, чорбоғ",,https://t.me/oriftolib/1881,"[422, 1109, 399]"
Қай бири тўғри?,Бурчакка турғизмоқ | Burchakka turgʻizmoq,Бурчакка турғазмоқ | Burchakka turgʻazmoq,Иккови ҳам тўғри.,,https://t.me/oriftolib/1883,"[605, 416, 787]"
Қай бири тўғри?,Увулдириқ | Uvuldiriq,Увилдириқ | Uvildiriq,,,https://t.me/oriftolib/1886,"[678, 1090]"
Қай бири тўғри?,Меъзон | Meʼzon,Мезон | Mezon,,,https://t.me/oriftolib/1890,"[1112, 1056]"
Қай бири тўғри?,Дубай | Dubay,Дубаи | Dubai,Иккови ҳам тўғри.,,https://t.me/oriftolib/1892,"[1281, 286, 429]"
